STATECD,UNITCD,UNITCD_NAME,COUNTYCD,COUNTY_NAME
17,3, Prairie,147, Piatt
17,3, Prairie,149, Pike
17,1, Southern,151, Pope
17,1, Southern,153, Pulaski
17,3, Prairie,155, Putnam
17,1, Southern,157, Randolph
17,2, Claypan,159, Richland
17,3, Prairie,161, Rock Island
17,2, Claypan,163, St. Clair
17,1, Southern,165, Saline
17,3, Prairie,167, Sangamon
17,3, Prairie,169, Schuyler
17,3, Prairie,171, Scott
17,2, Claypan,173, Shelby
17,3, Prairie,175, Stark
17,3, Prairie,177, Stephenson
17,3, Prairie,179, Tazewell
17,1, Southern,181, Union
17,3, Prairie,183, Vermilion
17,2, Claypan,185, Wabash
17,3, Prairie,187, Warren
17,2, Claypan,189, Washington
17,2, Claypan,191, Wayne
17,1, Southern,193, White
17,3, Prairie,195, Whiteside
17,3, Prairie,197, Will
17,1, Southern,199, Williamson
17,3, Prairie,201, Winnebago
17,3, Prairie,203, Woodford
18,4, Northern,1, Adams
18,4, Northern,3, Allen
18,4, Northern,5, Bartholomew
18,4, Northern,7, Benton
18,4, Northern,9, Blackford
18,4, Northern,11, Boone
18,2, Knobs,13, Brown
18,4, Northern,15, Carroll
18,4, Northern,17, Cass
18,2, Knobs,19, Clark
18,1, Lower Wabash,21, Clay
18,4, Northern,23, Clinton
18,2, Knobs,25, Crawford
18,1, Lower Wabash,27, Daviess
18,3, Upland Flats,29, Dearborn
18,4, Northern,31, Decatur
18,4, Northern,33, De Kalb
18,4, Northern,35, Delaware
18,2, Knobs,37, Dubois
18,4, Northern,39, Elkhart
18,3, Upland Flats,41, Fayette
18,2, Knobs,43, Floyd
18,4, Northern,45, Fountain
18,3, Upland Flats,47, Franklin
18,4, Northern,49, Fulton
18,1, Lower Wabash,51, Gibson
18,4, Northern,53, Grant
18,1, Lower Wabash,55, Greene
18,4, Northern,57, Hamilton
18,4, Northern,59, Hancock
18,2, Knobs,61, Harrison
18,4, Northern,63, Hendricks
18,4, Northern,65, Henry
18,4, Northern,67, Howard
18,4, Northern,69, Huntington
18,2, Knobs,71, Jackson
18,4, Northern,73, Jasper
18,4, Northern,75, Jay
18,3, Upland Flats,77, Jefferson
18,3, Upland Flats,79, Jennings
18,4, Northern,81, Johnson
18,1, Lower Wabash,83, Knox
18,4, Northern,85, Kosciusko
18,4, Northern,87, Lagrange
18,4, Northern,89, Lake
18,4, Northern,91, La Porte
18,2, Knobs,93, Lawrence
18,4, Northern,95, Madison
18,4, Northern,97, Marion
18,4, Northern,99, Marshall
18,1, Lower Wabash,101, Martin
18,4, Northern,103, Miami
18,2, Knobs,105, Monroe
18,4, Northern,107, Montgomery
18,2, Knobs,109, Morgan
18,4, Northern,111, Newton
18,4, Northern,113, Noble
18,3, Upland Flats,115, Ohio
18,2, Knobs,117, Orange
18,2, Knobs,119, Owen
18,1, Lower Wabash,121, Parke
18,2, Knobs,123, Perry
18,1, Lower Wabash,125, Pike
18,4, Northern,127, Porter
18,1, Lower Wabash,129, Posey
18,4, Northern,131, Pulaski
18,1, Lower Wabash,133, Putnam
18,4, Northern,135, Randolph
18,3, Upland Flats,137, Ripley
18,4, Northern,139, Rush
18,4, Northern,141, St. Joseph
18,2, Knobs,143, Scott
18,4, Northern,145, Shelby
18,2, Knobs,147, Spencer
18,4, Northern,149, Starke
18,4, Northern,151, Steuben
18,1, Lower Wabash,153, Sullivan
18,3, Upland Flats,155, Switzerland
18,4, Northern,157, Tippecanoe
18,4, Northern,159, Tipton
18,3, Upland Flats,161, Union
18,1, Lower Wabash,163, Vanderburgh
18,1, Lower Wabash,165, Vermillion
18,1, Lower Wabash,167, Vigo
18,4, Northern,169, Wabash
18,4, Northern,171, Warren
18,2, Knobs,173, Warrick
18,2, Knobs,175, Washington
18,4, Northern,177, Wayne
18,4, Northern,179, Wells
18,4, Northern,181, White
18,4, Northern,183, Whitley
19,3, Southwestern,1, Adair
19,3, Southwestern,3, Adams
19,1, Northeastern,5, Allamakee
19,2, Southeastern,7, Appanoose
19,3, Southwestern,9, Audubon
19,1, Northeastern,11, Benton
19,1, Northeastern,13, Black Hawk
19,2, Southeastern,15, Boone
19,1, Northeastern,17, Bremer
19,1, Northeastern,19, Buchanan
19,4, Northwestern,21, Buena Vista
19,1, Northeastern,23, Butler
19,4, Northwestern,25, Calhoun
19,3, Southwestern,27, Carroll
19,3, Southwestern,29, Cass
19,1, Northeastern,31, Cedar
19,4, Northwestern,33, Cerro Gordo
19,4, Northwestern,35, Cherokee
19,1, Northeastern,37, Chickasaw
19,2, Southeastern,39, Clarke
19,4, Northwestern,41, Clay
19,1, Northeastern,43, Clayton
19,1, Northeastern,45, Clinton
19,3, Southwestern,47, Crawford
19,2, Southeastern,49, Dallas
19,2, Southeastern,51, Davis
19,2, Southeastern,53, Decatur
19,1, Northeastern,55, Delaware
19,2, Southeastern,57, Des Moines
19,4, Northwestern,59, Dickinson
19,1, Northeastern,61, Dubuque
19,4, Northwestern,63, Emmet
19,1, Northeastern,65, Fayette
19,1, Northeastern,67, Floyd
19,4, Northwestern,69, Franklin
19,3, Southwestern,71, Fremont
19,3, Southwestern,73, Greene
19,1, Northeastern,75, Grundy
19,2, Southeastern,77, Guthrie
19,2, Southeastern,79, Hamilton
19,4, Northwestern,81, Hancock
19,2, Southeastern,83, Hardin
19,3, Southwestern,85, Harrison
19,2, Southeastern,87, Henry
19,1, Northeastern,89, Howard
19,4, Northwestern,91, Humboldt
19,4, Northwestern,93, Ida
19,2, Southeastern,95, Iowa
19,1, Northeastern,97, Jackson
19,2, Southeastern,99, Jasper
19,2, Southeastern,101, Jefferson
19,1, Northeastern,103, Johnson
19,1, Northeastern,105, Jones
19,2, Southeastern,107, Keokuk
19,4, Northwestern,109, Kossuth
19,2, Southeastern,111, Lee
19,1, Northeastern,113, Linn
19,2, Southeastern,115, Louisa
19,2, Southeastern,117, Lucas
19,4, Northwestern,119, Lyon
19,2, Southeastern,121, Madison
19,2, Southeastern,123, Mahaska
19,2, Southeastern,125, Marion
19,2, Southeastern,127, Marshall
19,3, Southwestern,129, Mills
19,1, Northeastern,131, Mitchell
19,3, Southwestern,133, Monona
19,2, Southeastern,135, Monroe
19,3, Southwestern,137, Montgomery
19,2, Southeastern,139, Muscatine
19,4, Northwestern,141, O'Brien
19,4, Northwestern,143, Osceola
19,3, Southwestern,145, Page
19,4, Northwestern,147, Palo Alto
19,4, Northwestern,149, Plymouth
19,4, Northwestern,151, Pocahontas
19,2, Southeastern,153, Polk
19,3, Southwestern,155, Pottawattamie
19,2, Southeastern,157, Poweshiek
19,3, Southwestern,159, Ringgold
19,4, Northwestern,161, Sac
19,1, Northeastern,163, Scott
19,3, Southwestern,165, Shelby
19,4, Northwestern,167, Sioux
19,2, Southeastern,169, Story
19,1, Northeastern,171, Tama
19,3, Southwestern,173, Taylor
19,3, Southwestern,175, Union
19,2, Southeastern,177, Van Buren
19,2, Southeastern,179, Wapello
19,2, Southeastern,181, Warren
19,2, Southeastern,183, Washington
19,2, Southeastern,185, Wayne
19,2, Southeastern,187, Webster
19,4, Northwestern,189, Winnebago
19,1, Northeastern,191, Winneshiek
19,3, Southwestern,193, Woodbury
19,4, Northwestern,195, Worth
19,4, Northwestern,197, Wright
20,2, Southeastern,1, Allen
20,2, Southeastern,3, Anderson
20,1, Northeastern,5, Atchison
20,3, Western,7, Barber
20,3, Western,9, Barton
20,2, Southeastern,11, Bourbon
20,1, Northeastern,13, Brown
20,2, Southeastern,15, Butler
20,2, Southeastern,17, Chase
20,2, Southeastern,19, Chautauqua
20,2, Southeastern,21, Cherokee
20,3, Western,23, Cheyenne
20,3, Western,25, Clark
20,1, Northeastern,27, Clay
20,3, Western,29, Cloud
20,2, Southeastern,31, Coffey
20,3, Western,33, Comanche
20,2, Southeastern,35, Cowley
20,2, Southeastern,37, Crawford
20,3, Western,39, Decatur
20,1, Northeastern,41, Dickinson
20,1, Northeastern,43, Doniphan
20,1, Northeastern,45, Douglas
20,3, Western,47, Edwards
20,2, Southeastern,49, Elk
20,3, Western,51, Ellis
20,3, Western,53, Ellsworth
20,3, Western,55, Finney
20,3, Western,57, Ford
20,1, Northeastern,59, Franklin
20,1, Northeastern,61, Geary
20,3, Western,63, Gove
20,3, Western,65, Graham
20,3, Western,67, Grant
20,3, Western,69, Gray
20,3, Western,71, Greeley
20,2, Southeastern,73, Greenwood
20,3, Western,75, Hamilton
20,3, Western,77, Harper
20,3, Western,79, Harvey
20,3, Western,81, Haskell
20,3, Western,83, Hodgeman
20,1, Northeastern,85, Jackson
20,1, Northeastern,87, Jefferson
20,3, Western,89, Jewell
20,1, Northeastern,91, Johnson
20,3, Western,93, Kearny
20,3, Western,95, Kingman
20,3, Western,97, Kiowa
20,2, Southeastern,99, Labette
20,3, Western,101, Lane
20,1, Northeastern,103, Leavenworth
20,3, Western,105, Lincoln
20,2, Southeastern,107, Linn
20,3, Western,109, Logan
20,2, Southeastern,111, Lyon
20,3, Western,113, McPherson
20,2, Southeastern,115, Marion
20,1, Northeastern,117, Marshall
20,3, Western,119, Meade
20,1, Northeastern,121, Miami
20,3, Western,123, Mitchell
20,2, Southeastern,125, Montgomery
20,2, Southeastern,127, Morris
20,3, Western,129, Morton
20,1, Northeastern,131, Nemaha
20,2, Southeastern,133, Neosho
20,3, Western,135, Ness
20,3, Western,137, Norton
20,1, Northeastern,139, Osage
20,3, Western,141, Osborne
20,3, Western,143, Ottawa
20,3, Western,145, Pawnee
20,3, Western,147, Phillips
20,1, Northeastern,149, Pottawatomie
20,3, Western,151, Pratt
20,3, Western,153, Rawlins
20,3, Western,155, Reno
20,3, Western,157, Republic
20,3, Western,159, Rice
20,1, Northeastern,161, Riley
20,3, Western,163, Rooks
20,3, Western,165, Rush
20,3, Western,167, Russell
20,3, Western,169, Saline
20,3, Western,171, Scott
20,3, Western,173, Sedgwick
20,3, Western,175, Seward
20,1, Northeastern,177, Shawnee
20,3, Western,179, Sheridan
20,3, Western,181, Sherman
20,3, Western,183, Smith
20,3, Western,185, Stafford
20,3, Western,187, Stanton
20,3, Western,189, Stevens
20,3, Western,191, Sumner
20,3, Western,193, Thomas
20,3, Western,195, Trego
20,1, Northeastern,197, Wabaunsee
20,3, Western,199, Wallace
20,1, Northeastern,201, Washington
20,3, Western,203, Wichita
20,2, Southeastern,205, Wilson
20,2, Southeastern,207, Woodson
20,1, Northeastern,209, Wyandotte
21,5, Pennyroyal,1, Adair
21,6, Western Coalfield,3, Allen
21,4, Bluegrass,5, Anderson
21,7, Western,7, Ballard
21,6, Western Coalfield,9, Barren
21,4, Bluegrass,11, Bath
21,3, Southern Cumberland,13, Bell
21,4, Bluegrass,15, Boone
21,4, Bluegrass,17, Bourbon
21,2, Northern Cumberland,19, Boyd
21,4, Bluegrass,21, Boyle
21,4, Bluegrass,23, Bracken
21,3, Southern Cumberland,25, Breathitt
21,5, Pennyroyal,27, Breckinridge
21,5, Pennyroyal,29, Bullitt
21,6, Western Coalfield,31, Butler
21,6, Western Coalfield,33, Caldwell
21,7, Western,35, Calloway
21,4, Bluegrass,37, Campbell
21,7, Western,39, Carlisle
21,4, Bluegrass,41, Carroll
21,2, Northern Cumberland,43, Carter
21,5, Pennyroyal,45, Casey
21,6, Western Coalfield,47, Christian
21,4, Bluegrass,49, Clark
21,3, Southern Cumberland,51, Clay
21,5, Pennyroyal,53, Clinton
21,6, Western Coalfield,55, Crittenden
21,5, Pennyroyal,57, Cumberland
21,6, Western Coalfield,59, Daviess
21,6, Western Coalfield,61, Edmonson
21,2, Northern Cumberland,63, Elliott
21,3, Southern Cumberland,65, Estill
21,4, Bluegrass,67, Fayette
21,4, Bluegrass,69, Fleming
21,1, Eastern,71, Floyd
21,4, Bluegrass,73, Franklin
21,7, Western,75, Fulton
21,4, Bluegrass,77, Gallatin
21,4, Bluegrass,79, Garrard
21,4, Bluegrass,81, Grant
21,7, Western,83, Graves
21,5, Pennyroyal,85, Grayson
21,5, Pennyroyal,87, Green
21,2, Northern Cumberland,89, Greenup
21,5, Pennyroyal,91, Hancock
21,5, Pennyroyal,93, Hardin
21,1, Eastern,95, Harlan
21,4, Bluegrass,97, Harrison
21,5, Pennyroyal,99, Hart
21,6, Western Coalfield,101, Henderson
21,4, Bluegrass,103, Henry
21,7, Western,105, Hickman
21,6, Western Coalfield,107, Hopkins
21,3, Southern Cumberland,109, Jackson
21,4, Bluegrass,111, Jefferson
21,4, Bluegrass,113, Jessamine
21,2, Northern Cumberland,115, Johnson
21,4, Bluegrass,117, Kenton
21,1, Eastern,119, Knott
21,3, Southern Cumberland,121, Knox
21,5, Pennyroyal,123, Larue
21,3, Southern Cumberland,125, Laurel
21,2, Northern Cumberland,127, Lawrence
21,3, Southern Cumberland,129, Lee
21,1, Eastern,131, Leslie
21,1, Eastern,133, Letcher
21,2, Northern Cumberland,135, Lewis
21,4, Bluegrass,137, Lincoln
21,7, Western,139, Livingston
21,6, Western Coalfield,141, Logan
21,7, Western,143, Lyon
21,7, Western,145, McCracken
21,3, Southern Cumberland,147, McCreary
21,6, Western Coalfield,149, McLean
21,4, Bluegrass,151, Madison
21,2, Northern Cumberland,153, Magoffin
21,5, Pennyroyal,155, Marion
21,7, Western,157, Marshall
21,1, Eastern,159, Martin
21,4, Bluegrass,161, Mason
21,5, Pennyroyal,163, Meade
21,2, Northern Cumberland,165, Menifee
21,4, Bluegrass,167, Mercer
21,5, Pennyroyal,169, Metcalfe
21,6, Western Coalfield,171, Monroe
21,4, Bluegrass,173, Montgomery
21,2, Northern Cumberland,175, Morgan
21,6, Western Coalfield,177, Muhlenberg
21,5, Pennyroyal,179, Nelson
21,4, Bluegrass,181, Nicholas
21,6, Western Coalfield,183, Ohio
21,4, Bluegrass,185, Oldham
21,4, Bluegrass,187, Owen
21,3, Southern Cumberland,189, Owsley
21,4, Bluegrass,191, Pendleton
21,1, Eastern,193, Perry
21,1, Eastern,195, Pike
21,2, Northern Cumberland,197, Powell
21,5, Pennyroyal,199, Pulaski
21,4, Bluegrass,201, Robertson
21,3, Southern Cumberland,203, Rockcastle
21,2, Northern Cumberland,205, Rowan
21,5, Pennyroyal,207, Russell
21,4, Bluegrass,209, Scott
21,4, Bluegrass,211, Shelby
21,6, Western Coalfield,213, Simpson
21,4, Bluegrass,215, Spencer
21,5, Pennyroyal,217, Taylor
21,6, Western Coalfield,219, Todd
21,7, Western,221, Trigg
21,4, Bluegrass,223, Trimble
21,6, Western Coalfield,225, Union
21,6, Western Coalfield,227, Warren
21,4, Bluegrass,229, Washington
21,5, Pennyroyal,231, Wayne
21,6, Western Coalfield,233, Webster
21,3, Southern Cumberland,235, Whitley
21,2, Northern Cumberland,237, Wolfe
21,4, Bluegrass,239, Woodford
22,2, South Delta,1, Acadia
22,3, Southwest,3, Allen
22,2, South Delta,5, Ascension
22,2, South Delta,7, Assumption
22,2, South Delta,9, Avoyelles
22,3, Southwest,11, Beauregard
22,5, Northwest,13, Bienville
22,5, Northwest,15, Bossier
22,5, Northwest,17, Caddo
22,3, Southwest,19, Calcasieu
22,5, Northwest,21, Caldwell
22,2, South Delta,23, Cameron
22,1, North Delta,25, Catahoula
22,5, Northwest,27, Claiborne
22,1, North Delta,29, Concordia
22,5, Northwest,31, De Soto
22,4, Southeast,33, East Baton Rouge
22,1, North Delta,35, East Carroll
22,4, Southeast,37, East Feliciana
22,3, Southwest,39, Evangeline
22,1, North Delta,41, Franklin
22,3, Southwest,43, Grant
22,2, South Delta,45, Iberia
22,2, South Delta,47, Iberville
22,5, Northwest,49, Jackson
22,2, South Delta,51, Jefferson
22,3, Southwest,53, Jefferson Davis
22,2, South Delta,55, Lafayette
22,2, South Delta,57, Lafourche
22,3, Southwest,59, La Salle
22,5, Northwest,61, Lincoln
22,4, Southeast,63, Livingston
22,1, North Delta,65, Madison
22,1, North Delta,67, Morehouse
22,3, Southwest,69, Natchitoches
22,2, South Delta,71, Orleans
22,5, Northwest,73, Ouachita
22,2, South Delta,75, Plaquemines
22,2, South Delta,77, Pointe Coupee
22,3, Southwest,79, Rapides
22,5, Northwest,81, Red River
22,1, North Delta,83, Richland
22,3, Southwest,85, Sabine
22,2, South Delta,87, St. Bernard
22,2, South Delta,89, St. Charles
22,4, Southeast,91, St. Helena
22,2, South Delta,93, St. James
22,2, South Delta,95, St. John the Baptist
22,2, South Delta,97, St. Landry
22,2, South Delta,99, St. Martin
22,2, South Delta,101, St. Mary
22,4, Southeast,103, St. Tammany
22,4, Southeast,105, Tangipahoa
22,1, North Delta,107, Tensas
22,2, South Delta,109, Terrebonne
22,5, Northwest,111, Union
22,2, South Delta,113, Vermilion
22,3, Southwest,115, Vernon
22,4, Southeast,117, Washington
22,5, Northwest,119, Webster
22,2, South Delta,121, West Baton Rouge
22,1, North Delta,123, West Carroll
22,2, South Delta,125, West Feliciana
22,5, Northwest,127, Winn
23,8, Casco Bay,1, Androscoggin
23,2, Aroostook,3, Aroostook
23,8, Casco Bay,5, Cumberland
23,9, Western Maine,7, Franklin
23,4, Hancock,9, Hancock
23,6, Capitol Region,11, Kennebec
23,6, Capitol Region,13, Knox
23,6, Capitol Region,15, Lincoln
23,9, Western Maine,17, Oxford
23,3, Penobscot,19, Penobscot
23,5, Piscataquis,21, Piscataquis
23,8, Casco Bay,23, Sagadahoc
23,7, Somerset,25,Somerset
23,6, Capitol Region,27, Waldo
23,1, Washington,29, Washington
23,8, Casco Bay,31, York
24,5, Western,1, Allegany
24,2, North Central,3, Anne Arundel
24,2, North Central,5, Baltimore
24,3, Southern,9, Calvert
24,2, North Central,11, Caroline
24,2, North Central,13, Carroll
24,2, North Central,15, Cecil
24,3, Southern,17, Charles
24,4, Lower Eastern Shore,19, Dorchester
24,2, North Central,21, Frederick
24,5, Western,23, Garrett
24,2, North Central,25, Harford
24,2, North Central,27, Howard
24,2, North Central,29, Kent
24,2, North Central,31, Montgomery
24,2, North Central,33, Prince George's
24,2, North Central,35, Queen Anne's
24,3, Southern,37, St. Mary's
24,4, Lower Eastern Shore,39, Somerset
24,2, North Central,41, Talbot
24,2, North Central,43, Washington
24,4, Lower Eastern Shore,45, Wicomico
24,4, Lower Eastern Shore,47, Worcester
24,2, North Central,510, Baltimore city
25,1, Massachusetts,1, Barnstable
25,1, Massachusetts,3, Berkshire
25,1, Massachusetts,5, Bristol
25,1, Massachusetts,7, Dukes
25,1, Massachusetts,9, Essex
25,1, Massachusetts,11, Franklin
25,1, Massachusetts,13, Hampden
25,1, Massachusetts,15, Hampshire
25,1, Massachusetts,17, Middlesex
25,1, Massachusetts,19, Nantucket
25,1, Massachusetts,21, Norfolk
25,1, Massachusetts,23, Plymouth
25,1, Massachusetts,25, Suffolk
25,1, Massachusetts,27, Worcester
26,3, Northern Lower Peninsula,1, Alcona
26,1, Eastern Upper Peninsula,3, Alger
26,4, Southern Lower Peninsula,5, Allegan
26,3, Northern Lower Peninsula,7, Alpena
26,3, Northern Lower Peninsula,9, Antrim
26,3, Northern Lower Peninsula,11, Arenac
26,2, Western Upper Peninsula,13, Baraga
26,4, Southern Lower Peninsula,15, Barry
26,3, Northern Lower Peninsula,17, Bay
26,3, Northern Lower Peninsula,19, Benzie
26,4, Southern Lower Peninsula,21, Berrien
26,4, Southern Lower Peninsula,23, Branch
26,4, Southern Lower Peninsula,25, Calhoun
26,4, Southern Lower Peninsula,27, Cass
26,3, Northern Lower Peninsula,29, Charlevoix
26,3, Northern Lower Peninsula,31, Cheboygan
26,1, Eastern Upper Peninsula,33, Chippewa
26,3, Northern Lower Peninsula,35, Clare
26,4, Southern Lower Peninsula,37, Clinton
26,3, Northern Lower Peninsula,39, Crawford
26,1, Eastern Upper Peninsula,41, Delta
26,2, Western Upper Peninsula,43, Dickinson
26,4, Southern Lower Peninsula,45, Eaton
26,3, Northern Lower Peninsula,47, Emmet
26,4, Southern Lower Peninsula,49, Genesee
26,3, Northern Lower Peninsula,51, Gladwin
26,2, Western Upper Peninsula,53, Gogebic
26,3, Northern Lower Peninsula,55, Grand Traverse
26,4, Southern Lower Peninsula,57, Gratiot
26,4, Southern Lower Peninsula,59, Hillsdale
26,2, Western Upper Peninsula,61, Houghton
26,4, Southern Lower Peninsula,63, Huron
26,4, Southern Lower Peninsula,65, Ingham
26,4, Southern Lower Peninsula,67, Ionia
26,3, Northern Lower Peninsula,69, Iosco
26,2, Western Upper Peninsula,71, Iron
26,3, Northern Lower Peninsula,73, Isabella
26,4, Southern Lower Peninsula,75, Jackson
26,4, Southern Lower Peninsula,77, Kalamazoo
26,3, Northern Lower Peninsula,79, Kalkaska
26,4, Southern Lower Peninsula,81, Kent
26,2, Western Upper Peninsula,83, Keweenaw
26,3, Northern Lower Peninsula,85, Lake
26,4, Southern Lower Peninsula,87, Lapeer
26,3, Northern Lower Peninsula,89, Leelanau
26,4, Southern Lower Peninsula,91, Lenawee
26,4, Southern Lower Peninsula,93, Livingston
26,1, Eastern Upper Peninsula,95, Luce
26,1, Eastern Upper Peninsula,97, Mackinac
26,4, Southern Lower Peninsula,99, Macomb
26,3, Northern Lower Peninsula,101, Manistee
26,2, Western Upper Peninsula,103, Marquette
26,3, Northern Lower Peninsula,105, Mason
26,3, Northern Lower Peninsula,107, Mecosta
26,1, Eastern Upper Peninsula,109, Menominee
26,3, Northern Lower Peninsula,111, Midland
26,3, Northern Lower Peninsula,113, Missaukee
26,4, Southern Lower Peninsula,115, Monroe
26,4, Southern Lower Peninsula,117, Montcalm
26,3, Northern Lower Peninsula,119, Montmorency
26,4, Southern Lower Peninsula,121, Muskegon
26,3, Northern Lower Peninsula,123, Newaygo
26,4, Southern Lower Peninsula,125, Oakland
26,3, Northern Lower Peninsula,127, Oceana
26,3, Northern Lower Peninsula,129, Ogemaw
26,2, Western Upper Peninsula,131, Ontonagon
26,3, Northern Lower Peninsula,133, Osceola
26,3, Northern Lower Peninsula,135, Oscoda
26,3, Northern Lower Peninsula,137, Otsego
26,4, Southern Lower Peninsula,139, Ottawa
26,3, Northern Lower Peninsula,141, Presque Isle
26,3, Northern Lower Peninsula,143, Roscommon
26,4, Southern Lower Peninsula,145, Saginaw
26,4, Southern Lower Peninsula,147, St. Clair
26,4, Southern Lower Peninsula,149, St. Joseph
26,4, Southern Lower Peninsula,151, Sanilac
26,1, Eastern Upper Peninsula,153, Schoolcraft
26,4, Southern Lower Peninsula,155, Shiawassee
26,4, Southern Lower Peninsula,157, Tuscola
26,4, Southern Lower Peninsula,159, Van Buren
26,4, Southern Lower Peninsula,161, Washtenaw
26,4, Southern Lower Peninsula,163, Wayne
26,3, Northern Lower Peninsula,165, Wexford
27,2, Northern Pine,1, Aitkin
27,3, Central Hardwood,3, Anoka
27,2, Northern Pine,5, Becker
27,2, Northern Pine,7, Beltrami
27,3, Central Hardwood,9, Benton
27,4, Prairie,11, Big Stone
27,4, Prairie,13, Blue Earth
27,4, Prairie,15, Brown
27,1, Aspen-Birch,17, Carlton
27,3, Central Hardwood,19, Carver
27,2, Northern Pine,21, Cass
27,4, Prairie,23, Chippewa
27,3, Central Hardwood,25, Chisago
27,4, Prairie,27, Clay
27,2, Northern Pine,29, Clearwater
27,1, Aspen-Birch,31, Cook
27,4, Prairie,33, Cottonwood
27,2, Northern Pine,35, Crow Wing
27,3, Central Hardwood,37, Dakota
27,4, Prairie,39, Dodge
27,3, Central Hardwood,41, Douglas
27,4, Prairie,43, Faribault
27,3, Central Hardwood,45, Fillmore
27,4, Prairie,47, Freeborn
27,3, Central Hardwood,49, Goodhue
27,4, Prairie,51, Grant
27,3, Central Hardwood,53, Hennepin
27,3, Central Hardwood,55, Houston
27,2, Northern Pine,57, Hubbard
27,3, Central Hardwood,59, Isanti
27,2, Northern Pine,61, Itasca
27,4, Prairie,63, Jackson
27,3, Central Hardwood,65, Kanabec
27,4, Prairie,67, Kandiyohi
27,4, Prairie,69, Kittson
27,1, Aspen-Birch,71, Koochiching
27,4, Prairie,73, Lac qui Parle
27,1, Aspen-Birch,75, Lake
27,2, Northern Pine,77, Lake of the Woods
27,3, Central Hardwood,79, Le Sueur
27,4, Prairie,81, Lincoln
27,4, Prairie,83, Lyon
27,4, Prairie,85, McLeod
27,2, Northern Pine,87, Mahnomen
27,4, Prairie,89, Marshall
27,4, Prairie,91, Martin
27,4, Prairie,93, Meeker
27,3, Central Hardwood,95, Mille Lacs
27,3, Central Hardwood,97, Morrison
27,4, Prairie,99, Mower
27,4, Prairie,101, Murray
27,4, Prairie,103, Nicollet
27,4, Prairie,105, Nobles
27,4, Prairie,107, Norman
27,3, Central Hardwood,109, Olmsted
27,3, Central Hardwood,111, Otter Tail
27,4, Prairie,113, Pennington
27,3, Central Hardwood,115, Pine
27,4, Prairie,117, Pipestone
27,4, Prairie,119, Polk
27,4, Prairie,121, Pope
27,3, Central Hardwood,123, Ramsey
27,4, Prairie,125, Red Lake
27,4, Prairie,127, Redwood
27,4, Prairie,129, Renville
27,3, Central Hardwood,131, Rice
27,4, Prairie,133, Rock
27,2, Northern Pine,135, Roseau
27,1, Aspen-Birch,137, St. Louis
27,3, Central Hardwood,139, Scott
27,3, Central Hardwood,141, Sherburne
27,4, Prairie,143, Sibley
27,3, Central Hardwood,145, Stearns
27,4, Prairie,147, Steele
27,4, Prairie,149, Stevens
27,4, Prairie,151, Swift
27,3, Central Hardwood,153, Todd
27,4, Prairie,155, Traverse
27,3, Central Hardwood,157, Wabasha
27,2, Northern Pine,159, Wadena
27,4, Prairie,161, Waseca
27,3, Central Hardwood,163, Washington
27,4, Prairie,165, Watonwan
27,4, Prairie,167, Wilkin
27,3, Central Hardwood,169, Winona
27,3, Central Hardwood,171, Wright
27,4, Prairie,173, Yellow Medicine
28,5, Southwest,1, Adams
28,2, North,3, Alcorn
28,5, Southwest,5, Amite
28,3, Central,7, Attala
28,2, North,9, Benton
28,1, Delta,11, Bolivar
28,2, North,13, Calhoun
28,2, North,15, Carroll
28,2, North,17, Chickasaw
28,2, North,19, Choctaw
28,5, Southwest,21, Claiborne
28,3, Central,23, Clarke
28,2, North,25, Clay
28,1, Delta,27, Coahoma
28,5, Southwest,29, Copiah
28,4, South,31, Covington
28,2, North,33, DeSoto
28,4, South,35, Forrest
28,5, Southwest,37, Franklin
28,4, South,39, George
28,4, South,41, Greene
28,2, North,43, Grenada
28,4, South,45, Hancock
28,4, South,47, Harrison
28,5, Southwest,49, Hinds
28,1, Delta,51, Holmes
28,1, Delta,53, Humphreys
28,1, Delta,55, Issaquena
28,2, North,57, Itawamba
28,4, South,59, Jackson
28,3, Central,61, Jasper
28,5, Southwest,63, Jefferson
28,4, South,65, Jefferson Davis
28,4, South,67, Jones
28,3, Central,69, Kemper
28,2, North,71, Lafayette
28,4, South,73, Lamar
28,3, Central,75, Lauderdale
28,4, South,77, Lawrence
28,3, Central,79, Leake
28,2, North,81, Lee
28,1, Delta,83, Leflore
28,5, Southwest,85, Lincoln
28,2, North,87, Lowndes
28,5, Southwest,89, Madison
28,4, South,91, Marion
28,2, North,93, Marshall
28,2, North,95, Monroe
28,2, North,97, Montgomery
28,3, Central,99, Neshoba
28,3, Central,101, Newton
28,3, Central,103, Noxubee
28,2, North,105, Oktibbeha
28,2, North,107, Panola
28,4, South,109, Pearl River
28,4, South,111, Perry
28,5, Southwest,113, Pike
28,2, North,115, Pontotoc
28,2, North,117, Prentiss
28,1, Delta,119, Quitman
28,3, Central,121, Rankin
28,3, Central,123, Scott
28,1, Delta,125, Sharkey
28,3, Central,127, Simpson
28,3, Central,129, Smith
28,4, South,131, Stone
28,1, Delta,133, Sunflower
28,1, Delta,135, Tallahatchie
28,2, North,137, Tate
28,2, North,139, Tippah
28,2, North,141, Tishomingo
28,1, Delta,143, Tunica
28,2, North,145, Union
28,4, South,147, Walthall
28,1, Delta,149, Warren
28,1, Delta,151, Washington
